Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-04-19,4.5217,4.6305,4.4362,4.5868,313886745
2005-04-20,4.6573,4.6675,4.3828,4.3916,275913481
2005-04-21,4.4994,4.6019,4.4398,4.5984,220538075
2005-04-22,4.5512,4.5759,4.316,4.3904,242452213
2005-04-25,4.5124,4.5785,4.4658,4.5735,215845106
2005-04-26,4.5451,4.6388,4.4672,4.4757,234716146
2005-04-27,4.4272,4.4968,4.3916,4.446,177452684
2005-04-28,4.487,4.4941,4.3581,4.3953,166345287
2005-04-29,4.4583,4.4806,4.3555,4.4592,194053285
2005-05-02,4.4829,4.5322,4.4546,4.5054,134568688
2005-05-03,4.5018,4.5439,4.4558,4.478,143501224
2005-05-04,4.4829,4.6005,4.4645,4.5944,130699505
2005-05-05,4.6005,4.6091,4.5101,4.536,111880072
2005-05-06,4.5735,4.6167,4.5501,4.6056,94277331
2005-05-09,4.608,4.6318,4.5451,4.5721,102711875
2005-05-10,4.5347,4.6068,4.4929,4.5041,128908515
2005-05-11,4.3594,4.4115,4.0947,4.4038,592389862
2005-05-12,4.3802,4.4012,4.2044,4.2211,280356981
2005-05-13,4.2357,4.357,4.2135,4.3002,203673304
2005-05-16,4.2876,4.4164,4.2702,4.3965,136987708
2005-05-17,4.3446,4.3855,4.2714,4.373,170256744
2005-05-18,4.3904,4.6449,4.3272,4.4325,183877693
2005-05-19,4.4272,4.6598,4.4248,4.6437,229480197
2005-05-20,4.618,4.6563,4.5994,4.6437,130818227
2005-05-23,4.6981,4.9346,4.681,4.9172,301519123
2005-05-24,4.8786,4.9457,4.8268,4.9099,171578459
2005-05-25,4.8997,4.9406,4.8627,4.9197,119931003
2005-05-26,4.9467,5.0629,4.7983,5.0384,151768609
2005-05-27,5.0443,5.0443,4.948,5.0161,91283236
2005-05-31,5.0335,5.0384,4.8951,4.9172,116727986
2005-06-01,4.9346,5.041,4.9298,4.9842,131163314
2005-06-02,4.9605,4.9865,4.8974,4.9517,108054368
2005-06-03,4.7193,4.7711,4.6711,4.7294,276493201
2005-06-06,4.75,4.7773,4.6449,4.6896,234568075
2005-06-07,4.6662,4.6662,4.5076,4.5191,215613162
2005-06-08,4.5298,4.6068,4.5228,4.5657,119320977
2005-06-09,4.5759,4.692,4.5538,4.6563,112780792
2005-06-10,4.6253,4.6253,4.3927,4.4285,196111335
2005-06-13,4.4412,4.5277,4.4299,4.4398,125883206
2005-06-14,4.4558,4.4707,4.4212,4.4522,101011822
2005-06-15,4.5487,4.6127,4.4892,4.592,162696800
2005-06-16,4.5994,4.7096,4.5538,4.6969,159997845
2005-06-17,4.7589,4.7663,4.6784,4.7378,172386427
2005-06-20,4.6872,4.7107,4.6318,4.6513,93906950
2005-06-21,4.6427,4.7228,4.6228,4.6823,107123878
2005-06-22,4.7414,4.7738,4.7167,4.7675,123985794
2005-06-23,4.8035,4.9197,4.7801,4.8096,194837685
2005-06-24,4.8343,4.8381,4.6598,4.6698,119979661
2005-06-27,4.5596,4.7118,4.536,4.5883,173617353
2005-06-28,4.6364,4.6488,4.5969,4.6142,101440647
2005-06-29,4.6068,4.6115,4.4672,4.498,131170462
2005-06-30,4.5277,4.5956,4.4903,4.5524,120689769
2005-07-01,4.5549,4.5721,4.4879,4.5139,72425652
2005-07-05,4.5264,4.7179,4.5139,4.6969,131185300
2005-07-06,4.6734,4.7193,4.6005,4.6241,115298624
2005-07-07,4.5512,4.6698,4.5512,4.6538,110968520
2005-07-08,4.6823,4.7341,4.634,4.7305,84001557
2005-07-11,4.7454,4.7801,4.6724,4.7118,112774305
2005-07-12,4.728,4.7488,4.6883,4.7294,111995384
2005-07-13,4.7294,4.7614,4.6872,4.7427,221758828
2005-07-14,5.0483,5.1955,4.9752,5.0395,605339771
2005-07-15,5.0521,5.141,5.004,5.1385,198643387
2005-07-18,5.1324,5.2067,5.1164,5.1311,169657344
2005-07-19,5.1511,5.3465,5.0793,5.341,193896320
2005-07-20,5.3019,5.4167,5.2745,5.3958,131155526
2005-07-21,5.4105,5.4464,5.3057,5.3536,117097522
2005-07-22,5.3724,5.4416,5.3659,5.4416,87145726
2005-07-25,5.4441,5.4762,5.408,5.4178,85184789
2005-07-26,5.4416,5.4549,5.3624,5.3958,77581701
2005-07-27,5.4105,5.4503,5.2771,5.4403,81959830
2005-07-28,5.4392,5.4416,5.3548,5.4167,73368324
2005-07-29,5.3918,5.4887,5.2262,5.2745,162801732
2005-08-01,5.2681,5.328,5.204,5.2869,91202857
2005-08-02,5.3044,5.3798,5.2695,5.341,85862984
2005-08-03,5.341,5.3563,5.2894,5.345,75541344
2005-08-04,5.3153,5.3176,5.2297,5.282,78889273
2005-08-05,5.2588,5.3624,5.1966,5.3163,70011769
2005-08-08,5.3176,5.3491,5.2695,5.2745,51063021
2005-08-09,5.3163,5.428,5.3065,5.419,111894023
2005-08-10,5.4416,5.4899,5.3563,5.3648,104978901
2005-08-11,5.3659,5.4561,5.3491,5.4416,78701579
2005-08-12,5.375,5.7163,5.3624,5.7012,269366432
2005-08-15,5.7578,5.9772,5.7448,5.8964,313780659
2005-08-16,5.8632,5.8743,5.7149,5.7196,155495236
2005-08-17,5.7481,5.8668,5.7348,5.8311,146482515
2005-08-18,5.8127,5.8127,5.6581,5.7259,127804213
2005-08-19,5.7196,5.7755,5.6604,5.6679,110286035
2005-08-22,5.7098,5.7815,5.5974,5.6728,112013799
2005-08-23,5.6838,5.7012,5.6046,5.6568,85376217
2005-08-24,5.6406,5.8274,5.6381,5.6604,165163100
2005-08-25,5.7036,5.7494,5.6652,5.6962,79778396
2005-08-26,5.7149,5.731,5.6098,5.6568,75387243
2005-08-29,5.6046,5.6925,5.5974,5.669,73872417
2005-08-30,5.6876,5.7865,5.679,5.7593,149786444
2005-08-31,5.7915,5.8162,5.7224,5.799,116365855
2005-09-01,5.8127,5.8337,5.7001,5.7211,102880050
2005-09-02,5.7409,5.7877,5.7036,5.7163,64209103
2005-09-06,5.7741,6.045,5.7567,6.0349,236312340
2005-09-07,6.0687,6.1096,5.9262,6.0204,277935651
2005-09-08,6.107,6.1981,6.0773,6.1561,202884134
2005-09-09,6.1838,6.3507,6.1576,6.3456,177791639
2005-09-12,6.3318,6.3849,6.255,6.3567,130686370
2005-09-13,6.3197,6.3431,6.2229,6.285,142324625
2005-09-14,6.3296,6.3309,6.1169,6.1357,137002315
2005-09-15,6.1838,6.2059,6.1007,6.1675,116897079
2005-09-16,6.2108,6.3333,6.1771,6.3333,170621978
2005-09-19,6.3133,6.5412,6.3133,6.5099,226245430
2005-09-20,6.5547,6.6548,6.5446,6.5781,236885850
2005-09-21,6.5547,6.5605,6.4137,6.4447,125319936
2005-09-22,6.4247,6.4888,6.3469,6.4183,133913386
2005-09-23,6.4434,6.6163,6.411,6.5792,161256486
2005-09-26,6.7005,6.7475,6.5941,6.6585,157829715
2005-09-27,6.6778,6.7078,6.6078,6.609,98665465
2005-09-28,6.5631,6.5682,6.2565,6.317,325002914
2005-09-29,6.3318,6.5039,6.2837,6.4733,183911622
2005-09-30,6.4756,6.635,6.416,6.63,153286182
2005-10-03,6.6982,6.7448,6.6386,6.7324,146542119
2005-10-04,6.7985,6.8453,6.6337,6.6473,155769182
2005-10-05,6.7189,6.7228,6.5238,6.5274,176350490
2005-10-06,6.5927,6.6153,6.291,6.3939,218704261
2005-10-07,6.3987,6.4221,6.2513,6.3443,195754137
2005-10-10,6.4183,6.4195,6.2185,6.2291,146529716
2005-10-11,6.3405,6.4147,6.2329,6.38,350582783
2005-10-12,6.0155,6.2207,5.9197,6.0908,778513556
2005-10-13,6.1251,6.6721,6.0934,6.6461,538414047
2005-10-14,6.6461,6.7218,6.5285,6.6778,299030416
2005-10-17,6.6778,6.7065,6.5149,6.609,178114684
2005-10-18,6.5856,6.6721,6.4554,6.4567,175993232
2005-10-19,6.4396,6.7972,6.3333,6.7946,291210063
2005-10-20,6.7598,6.9874,6.7218,6.943,391925339
2005-10-21,7.0468,7.0468,6.8465,6.8834,229387604
2005-10-24,6.8699,7.0235,6.8131,7.0235,176634295
2005-10-25,6.975,7.0308,6.8873,6.9383,134640309
2005-10-26,6.9604,7.1184,6.9158,7.053,182712287
2005-10-27,7.048,7.0505,6.8526,6.8526,118995668
2005-10-28,6.9317,6.9789,6.6994,6.7364,222352045
2005-10-31,6.8315,7.1706,6.7711,7.1223,272425004
2005-11-01,7.0811,7.1905,7.0333,7.1112,216921348
2005-11-02,7.1408,7.4203,7.1232,7.414,249134841
2005-11-03,7.4882,7.7071,7.429,7.6491,255293482
2005-11-04,7.4686,7.5736,7.3735,7.5624,253574001
2005-11-07,7.5254,7.6269,7.4376,7.4488,184123449
2005-11-08,7.414,7.4674,7.3089,7.4078,136726163
2005-11-09,7.4386,7.5698,7.4203,7.4337,153726222
2005-11-10,7.5032,7.5687,7.2978,7.566,192858838
2005-11-11,7.6058,7.6811,7.5858,7.6105,122754562
2005-11-14,7.6105,7.6651,7.533,7.5996,106789694
2005-11-15,7.6181,7.8014,7.6008,7.7023,156111439
2005-11-16,7.8222,8.0461,7.8026,8.0325,225971827
2005-11-17,8.1129,8.1474,7.946,7.9793,195235269
2005-11-18,8.0767,8.0915,7.9608,7.9842,151538606
2005-11-21,8.0166,8.0623,7.8804,8.0339,147646702
2005-11-22,8.0374,8.2564,7.9793,8.2265,156012380
2005-11-23,8.2759,8.4071,8.2474,8.2996,140278829
2005-11-25,8.3479,8.5999,8.3479,8.5754,114073444
2005-11-28,8.7482,8.7884,8.542,8.6152,293956385
2005-11-29,8.6563,8.6937,8.3294,8.4219,257273307
2005-11-30,8.4631,8.5148,8.3504,8.3875,171525643
2005-12-01,8.5196,8.8716,8.5095,8.856,234474834
2005-12-02,8.9179,8.9952,8.7435,8.9815,258592694
2005-12-05,8.9,8.9693,8.8418,8.8825,166769733
2005-12-06,9.149,9.2532,9.0711,9.1597,246817475
2005-12-07,9.18,9.207,9.0424,9.1471,195386005
2005-12-08,9.0509,9.1733,8.9778,9.1636,227262814
2005-12-09,9.18,9.2235,9.0711,9.1898,160367440
2005-12-12,9.2705,9.3209,9.2195,9.2636,151597857
2005-12-13,9.2617,9.3344,9.1771,9.2715,142508844
2005-12-14,8.9787,9.0643,8.691,8.9057,418407533
2005-12-15,8.9876,9.0113,8.8236,8.9274,161946104
2005-12-16,8.9216,8.9412,8.7875,8.7941,192497579
2005-12-19,8.7848,8.9778,8.7848,8.8283,152692743
2005-12-20,8.853,8.9515,8.795,8.9179,138289336
2005-12-21,8.9731,9.1033,8.9703,9.0904,136409695
2005-12-22,9.1426,9.211,9.1024,9.1567,107021302
2005-12-23,9.1714,9.1838,9.0643,9.0711,66334226
2005-12-27,9.1587,9.2982,9.1471,9.18,170446039
2005-12-28,9.1927,9.2437,9.0671,9.0996,114858063
2005-12-29,9.1314,9.1314,8.8327,8.8363,141507694
2005-12-30,8.77,8.9571,8.6992,8.8908,180261861
2006-01-03,8.9543,9.2427,8.9353,9.2427,232194930
2006-01-04,9.2982,9.3958,9.2127,9.2705,178792372
2006-01-05,9.2617,9.2617,9.122,9.1965,129347845
2006-01-06,9.3071,9.4853,9.2175,9.4336,203391300
2006-01-09,9.4973,9.546,9.3676,9.4047,194895925
2006-01-10,9.4286,10.126,9.3786,10,658255597
2006-01-11,10.369,10.486,10.214,10.376,430980741
2006-01-12,10.506,10.686,10.341,10.425,369536166
2006-01-13,10.515,10.638,10.461,10.583,223990000
2006-01-17,10.588,10.683,10.372,10.475,240921644
2006-01-18,10.276,10.395,10.121,10.203,344526529
2006-01-19,10.067,10.101,9.738,9.776,489650401
2006-01-20,9.805,9.897,9.3786,9.4077,328417545
2006-01-23,9.4166,9.84,9.3968,9.606,306011791
2006-01-24,9.743,9.82,9.3716,9.4037,329363925
2006-01-25,9.577,9.585,9.0576,9.1762,368357918
2006-01-26,9.2338,9.3305,8.8963,8.945,340665278
2006-01-27,9.0141,9.1024,8.7921,8.9074,275366380
2006-01-30,8.8151,9.4719,8.7637,9.2745,402069617
2006-01-31,9.3394,9.4394,9.122,9.3404,263444037
2006-02-01,9.2745,9.4539,9.2299,9.3296,150498612
2006-02-02,9.3169,9.3219,8.9104,8.9171,204100206
2006-02-03,8.9383,9.0018,8.7848,8.8842,199864939
2006-02-06,8.9245,8.9666,8.2539,8.3231,476982282
2006-02-07,8.4516,8.5927,8.2463,8.3601,400648183
2006-02-08,8.4667,8.5434,8.1623,8.5095,275210774
2006-02-09,8.5592,8.5616,7.9804,8.0325,331898211
2006-02-10,8.0545,8.3687,7.7788,8.3244,507950979
2006-02-13,8.2265,8.2552,7.9941,8.0028,255050873
2006-02-14,8.052,8.4219,8.0387,8.3653,335214815
2006-02-15,8.3244,8.6099,8.2552,8.5604,331134572
2006-02-16,8.6563,8.7812,8.5927,8.7271,273769534
2006-02-17,8.6956,8.766,8.6091,8.6927,166313846
2006-02-21,8.7345,8.7547,8.4938,8.5434,225059711
2006-02-22,8.5394,8.864,8.4097,8.8199,282472907
2006-02-23,8.8772,9.0284,8.8337,8.8744,247380239
2006-02-24,8.9113,9.0141,8.8052,8.8382,154414765
2006-02-27,8.9066,8.9198,8.7371,8.7784,228435551
2006-02-28,8.856,8.9534,8.4219,8.4701,365523324
2006-03-01,8.5334,8.5939,8.4123,8.5459,220330201
2006-03-02,8.5358,8.6563,8.4923,8.6091,180534994
2006-03-03,8.574,8.6458,8.3515,8.3748,212887351
2006-03-06,8.3601,8.3748,8.031,8.0979,263490649
2006-03-07,8.1328,8.2735,8.0483,8.2006,251879770
2006-03-08,8.2069,8.311,8.0817,8.1201,188342866
2006-03-09,8.1734,8.2204,7.8914,7.9065,230725033
2006-03-10,7.9249,7.9759,7.7233,7.8145,301187638
2006-03-13,8.052,8.1967,8.0125,8.1227,248663140
2006-03-14,8.1361,8.3257,8.1004,8.3257,185382497
2006-03-15,8.3875,8.4148,8.1029,8.1908,257585565
2006-03-16,8.2724,8.2735,7.952,7.9532,216318149
2006-03-17,8.0061,8.1053,7.9288,7.9968,234465960
2006-03-20,8.0647,8.0956,7.8986,7.9137,174789462
2006-03-21,7.952,7.9571,7.5919,7.644,387929678
2006-03-22,7.7,7.8222,7.5775,7.6269,388637559
2006-03-23,7.6293,7.6554,7.3723,7.4399,411946984
2006-03-24,7.4537,7.5365,7.3003,7.4153,309541732
2006-03-27,7.4488,7.5908,7.3463,7.3596,319378616
2006-03-28,7.3817,7.4376,7.2039,7.2609,395042650
2006-03-29,7.3127,7.7318,7.1321,7.7086,675674773
2006-03-30,7.7727,7.8285,7.6094,7.7605,400942235
2006-03-31,7.821,7.8666,7.6974,7.7567,234170982
2006-04-03,7.8728,7.9301,7.743,7.7478,235572540
2006-04-04,7.6811,7.6949,7.55,7.5647,269112204
2006-04-05,8.0028,8.3121,7.9333,8.3121,644638102
2006-04-06,8.4465,8.9104,8.4344,8.8107,768028650
2006-04-07,8.768,8.8061,8.4675,8.6307,446215386
2006-04-10,8.6873,8.771,8.4655,8.4923,260877785
2006-04-11,8.5367,8.5704,8.2946,8.4084,271220022
2006-04-12,8.4267,8.4307,8.1994,8.2502,213585238
2006-04-13,8.1994,8.3404,8.1388,8.2191,212149667
2006-04-17,8.2254,8.2661,7.9583,8.0151,208351538
2006-04-18,8.0387,8.2204,8.0125,8.1896,229267035
2006-04-19,8.2637,8.2861,8.0968,8.119,310372569
2006-04-20,8.5951,8.6572,8.1871,8.3641,481273529
2006-04-21,8.4675,8.4887,8.2204,8.2909,227821393
2006-04-24,8.2759,8.2759,8.1004,8.1315,204136879
2006-04-25,8.1586,8.2352,8.1078,8.1833,152630569
2006-04-26,8.2365,8.444,8.2117,8.4282,205264482
2006-04-27,8.3774,8.6394,8.3294,8.578,244272142
2006-04-28,8.5642,8.8179,8.558,8.7046,219179406
2006-05-01,8.7528,8.8474,8.553,8.6071,216631426
2006-05-02,8.6761,8.902,8.6708,8.858,222658698
2006-05-03,8.8973,8.8973,8.6799,8.7977,198325083
2006-05-04,8.7866,9.0141,8.7138,8.7959,248460813
2006-05-05,8.8926,8.9353,8.7985,8.8908,162551515
2006-05-08,9.0151,9.1285,8.8708,8.8908,171740431
2006-05-09,8.8801,8.9731,8.7336,8.784,153487820
2006-05-10,8.8179,8.8218,8.6091,8.7309,132807163
2006-05-11,8.7409,8.7601,8.3539,8.4282,234002334
2006-05-12,8.4282,8.4951,8.2684,8.3724,185331562
2006-05-15,8.3009,8.4568,8.3009,8.3835,152746008
2006-05-16,8.4408,8.4408,8.0074,8.0362,270487506
2006-05-17,8.0139,8.1253,7.9237,8.0708,215143341
2006-05-18,8.1129,8.1944,7.806,7.8134,190075939
2006-05-19,7.8134,8.0239,7.7689,7.9781,284686251
2006-05-22,7.8902,7.9137,7.7628,7.8384,207446652
2006-05-23,8.0214,8.0623,7.7913,7.81,200529955
2006-05-24,7.7852,7.8715,7.6131,7.8333,264526489
2006-05-25,7.9473,7.9703,7.8271,7.9557,133812179
2006-05-26,7.952,7.9842,7.8085,7.8582,125018990
2006-05-30,7.8085,7.8285,7.5698,7.5711,162574454
2006-05-31,7.6379,7.6414,7.2583,7.3919,369819562
2006-06-01,7.4018,7.7023,7.3607,7.6887,272168680
2006-06-02,7.7876,7.8038,7.5294,7.6256,198012548
2006-06-05,7.5624,7.5624,7.4165,7.4203,174899496
2006-06-06,7.4502,7.4982,7.2857,7.3854,209668487
2006-06-07,7.4265,7.4698,7.2163,7.242,216363624
2006-06-08,7.2176,7.5352,7.068,7.5143,403410008
2006-06-09,7.5672,7.6131,7.3089,7.3263,224037790
2006-06-12,7.351,7.3868,7.0442,7.0493,207233909
2006-06-13,7.1245,7.3089,7.0938,7.2137,311818450
2006-06-14,7.2137,7.2693,7.0106,7.1245,253519525
2006-06-15,7.1049,7.3879,7.0184,7.3435,343730443
2006-06-16,7.2954,7.3202,7.1125,7.1184,241999595
2006-06-19,7.1481,7.1951,7.0493,7.074,203395556
2006-06-20,7.1245,7.2163,7.0851,7.1073,194087631
2006-06-21,7.1434,7.2609,7.0864,7.1556,249250599
2006-06-22,7.1815,7.3893,7.1815,7.3684,278982609
2006-06-23,7.3854,7.4413,7.2633,7.2755,190585037
2006-06-26,7.3162,7.3213,7.2188,7.2954,134658884
2006-06-27,7.3115,7.3239,7.0987,7.1024,158427112
2006-06-28,7.0864,7.0864,6.8526,6.9279,245612051
2006-06-29,7.0235,7.3079,6.9737,7.2926,251711723
2006-06-30,7.1198,7.1422,6.9874,7.0823,212995457
2006-07-03,7.0915,7.1951,7.0915,7.1668,56247366
2006-07-05,7.0616,7.1232,6.9949,7.0493,149630416
2006-07-06,7.074,7.0987,6.8773,6.8971,182839133
2006-07-07,6.8723,6.9935,6.7611,6.8514,230743280
2006-07-10,6.8922,6.9861,6.7403,6.802,152821980
2006-07-11,6.8131,6.9242,6.7439,6.8822,238234639
2006-07-12,6.8241,6.8315,6.5435,6.5497,267574464
2006-07-13,6.4369,6.6934,6.3581,6.4617,360898765
2006-07-14,6.4914,6.5412,6.2032,6.2664,286678982
2006-07-17,6.3875,6.5682,6.3875,6.4767,295868898
2006-07-18,6.5781,6.6596,6.4124,6.5421,289119748
2006-07-19,6.5484,6.8119,6.4756,6.6908,401216156
2006-07-20,7.539,7.6171,7.3854,7.482,569522166
2006-07-21,7.3854,7.5624,7.3756,7.5093,257564702
2006-07-24,7.5698,7.6799,7.4736,7.5959,208713320
2006-07-25,7.6426,7.6786,7.5166,7.6577,170102228
2006-07-26,7.6726,7.9941,7.6281,7.8986,259442070
2006-07-27,7.9768,8.0412,7.7739,7.8406,212268241
2006-07-28,7.9076,8.1227,7.8531,8.1116,199683486
2006-07-31,8.2649,8.4874,8.1967,8.4045,257837150
2006-08-01,8.3134,8.4008,8.1549,8.3081,205131252
2006-08-02,8.3627,8.4938,8.3491,8.4295,159020087
2006-08-03,8.3927,8.6572,8.3848,8.6061,242863138
2006-08-04,8.2885,8.485,8.0339,8.4465,535061467
2006-08-07,8.3786,8.6071,8.2006,8.3121,359650100
2006-08-08,8.2983,8.2996,7.9781,8.0112,288107080
2006-08-09,8.0817,8.1129,7.8406,7.8642,275941702
2006-08-10,7.81,8.0151,7.7542,7.9237,201479745
2006-08-11,7.821,7.9313,7.7394,7.8715,224507254
2006-08-14,7.9065,8.0659,7.8652,7.9076,207203665
2006-08-15,8.0674,8.2242,8.0139,8.2179,248737467
2006-08-16,8.2922,8.4183,8.203,8.4071,225613857
2006-08-17,8.4097,8.4911,8.3081,8.3589,166439241
2006-08-18,8.3737,8.4591,8.3179,8.3982,154878015
2006-08-21,8.3244,8.3244,8.1806,8.2315,151924558
2006-08-22,8.2391,8.4491,8.2242,8.3627,166579065
2006-08-23,8.4161,8.49,8.2785,8.3244,154289063
2006-08-24,8.4033,8.4331,8.1957,8.3861,189147754
2006-08-25,8.3257,8.5394,8.3244,8.5023,157071466
2006-08-28,8.4642,8.485,8.2463,8.2836,213162700
2006-08-29,8.2836,8.3179,8.0533,8.2216,273572326
2006-08-30,8.3169,8.3875,8.2463,8.2811,196437108
2006-08-31,8.3095,8.4465,8.2438,8.3913,165943691
2006-09-01,8.4675,8.49,8.3875,8.4568,117966105
2006-09-05,8.5108,8.8428,8.4777,8.84,292300308
2006-09-06,8.7911,8.8668,8.6197,8.6609,281286606
2006-09-07,8.7362,9.0875,8.6882,9.0028,366153151
2006-09-08,9.068,9.0996,8.8935,8.9676,258713635
2006-09-11,8.9676,9.1193,8.8327,8.9656,274018736
2006-09-12,9.0047,9.0835,8.8363,8.9815,486476094
2006-09-13,9.0132,9.1898,8.9412,9.1762,330973333
2006-09-14,9.1275,9.2329,9.0855,9.1733,231516163
2006-09-15,9.2437,9.2715,9.0624,9.1646,283539653
2006-09-18,9.1285,9.2569,9.0643,9.1394,203668194
2006-09-19,9.1499,9.1946,9.0028,9.1248,205050047
2006-09-20,9.2004,9.3598,9.178,9.3078,237499729
2006-09-21,9.3169,9.4057,9.1567,9.2299,229322280
2006-09-22,9.1888,9.1918,8.9758,9.0284,192069194
2006-09-25,9.1285,9.3815,9.1183,9.3686,248046995
2006-09-26,9.4107,9.62,9.4107,9.598,318493928
2006-09-27,9.55,9.581,9.3776,9.4474,234010850
2006-09-28,9.529,9.582,9.3929,9.524,208899060
2006-09-29,9.55,9.588,9.4823,9.52,117180600
2006-10-02,9.2755,9.3835,9.1878,9.2569,205736386
2006-10-03,9.1995,9.2675,9.0509,9.1636,228324827
2006-10-04,9.149,9.3344,9.0471,9.3249,239241362
2006-10-05,9.2127,9.4166,9.1685,9.2532,194624259
2006-10-06,9.206,9.2794,9.1295,9.178,134831915
2006-10-09,9.1285,9.2854,9.0941,9.2282,126550397
2006-10-10,9.2225,9.2225,9.0377,9.1295,153458905
2006-10-11,9.0977,9.1517,8.9778,9.0556,165116530
2006-10-12,9.1211,9.3259,9.1024,9.3078,171183515
2006-10-13,9.3579,9.509,9.2407,9.2774,197553044
2006-10-16,9.2826,9.3845,9.2467,9.3269,146893543
2006-10-17,9.2864,9.3098,9.1587,9.1868,138847626
2006-10-18,9.2467,9.719,9.1426,9.2157,323959694
2006-10-19,9.801,9.886,9.666,9.771,437706852
2006-10-20,9.767,9.89,9.729,9.886,184652287
2006-10-23,9.892,10.127,9.864,10.076,240246821
2006-10-24,10.067,10.103,9.917,10.024,133720794
2006-10-25,10.056,10.14,10.019,10.103,139938906
2006-10-26,10.117,10.216,10.035,10.164,124936967
2006-10-27,10.115,10.197,9.893,9.944,171779963
2006-10-30,9.892,10.005,9.831,9.945,144369041
2006-10-31,10.079,10.103,9.92,10.028,144770788
2006-11-01,10.031,10.066,9.691,9.791,176501421
2006-11-02,9.753,9.808,9.709,9.769,134421612
2006-11-03,9.809,9.835,9.621,9.682,124715041
2006-11-06,9.772,9.9,9.699,9.86,124252213
2006-11-07,9.956,10.018,9.907,9.957,151856426
2006-11-08,9.892,10.226,9.88,10.197,199475497
2006-11-09,10.264,10.473,10.156,10.308,266519054
2006-11-10,10.339,10.339,10.204,10.279,107954428
2006-11-13,10.29,10.443,10.221,10.433,130133265
2006-11-14,10.486,10.513,10.376,10.513,170061841
2006-11-15,10.519,10.623,10.389,10.395,188958766
2006-11-16,10.498,10.673,10.463,10.586,200365126
2006-11-17,10.52,10.629,10.513,10.616,134685044
2006-11-20,10.562,10.758,10.536,10.695,163928314
2006-11-21,10.813,10.956,10.771,10.956,179757463
2006-11-22,11.008,11.224,10.865,11.166,194046680
2006-11-24,11.071,11.511,11.07,11.334,149898802
2006-11-27,11.435,11.52,11.07,11.074,310368368
2006-11-28,11.18,11.374,11.119,11.355,299192175
2006-11-29,11.502,11.52,11.159,11.355,334110492
2006-11-30,11.404,11.461,11.263,11.338,251340292
2006-12-01,11.355,11.418,11.142,11.292,229606265
2006-12-04,11.366,11.384,11.191,11.269,204928882
2006-12-05,11.336,11.418,11.239,11.286,191370561
2006-12-06,11.21,11.301,11.091,11.11,184096733
2006-12-07,11.132,11.191,10.746,10.764,290156035
2006-12-08,10.773,11.057,10.758,10.913,226424165
2006-12-11,10.992,11.046,10.891,10.975,144271614
2006-12-12,10.956,10.987,10.578,10.653,298664536
2006-12-13,10.88,11.016,10.777,11.014,247139862
2006-12-14,11.008,11.131,10.913,10.949,240252214
2006-12-15,11.005,11.036,10.801,10.849,213612216
2006-12-18,10.849,10.885,10.459,10.571,208353679
2006-12-19,10.47,10.721,10.341,10.674,263149983
2006-12-20,10.694,10.719,10.479,10.481,164042763
2006-12-21,10.481,10.572,10.165,10.253,260933262
2006-12-22,10.326,10.393,10.093,10.165,176593689
2006-12-26,10.156,10.213,10.004,10.082,141545656
2006-12-27,9.665,10.14,9.4953,10.083,558884772
2006-12-28,9.904,10.049,9.852,10.001,323376211
2006-12-29,10.383,10.562,10.31,10.491,310817926
2007-01-03,10.671,10.708,10.127,10.363,357562657
2007-01-04,10.411,10.63,10.365,10.592,244640366
2007-01-05,10.615,10.66,10.438,10.52,241037573
2007-01-08,10.634,10.702,10.547,10.571,230036305
2007-01-09,10.696,11.499,10.532,11.447,966911998
2007-01-10,11.719,12.096,11.558,11.994,849869604
2007-01-11,11.868,11.97,11.761,11.846,415922626
2007-01-12,11.691,11.757,11.531,11.701,379022657
2007-01-16,11.837,12.024,11.803,12.006,359154457
2007-01-17,12.06,12.07,11.727,11.744,469309981
2007-01-18,11.377,11.391,11.014,11.016,682758990
2007-01-19,10.959,11.088,10.898,10.942,393227052
2007-01-22,11.027,11.028,10.591,10.734,416832752
2007-01-23,10.6,10.822,10.575,10.597,348639218
2007-01-24,10.647,10.777,10.647,10.723,267914964
2007-01-25,10.776,10.942,10.641,10.667,261609551
2007-01-26,10.767,10.806,10.512,10.56,284898729
2007-01-29,10.667,10.717,10.578,10.629,260331528
2007-01-30,10.698,10.698,10.542,10.58,166657338
2007-01-31,10.487,10.637,10.433,10.601,246762120
2007-02-01,10.653,10.67,10.479,10.479,191799509
2007-02-02,10.407,10.542,10.349,10.479,179481617
2007-02-05,10.428,10.54,10.382,10.382,167135970
2007-02-06,10.443,10.445,10.248,10.408,249516261
2007-02-07,10.449,10.683,10.333,10.654,307976786
2007-02-08,10.59,10.701,10.563,10.658,196094169
2007-02-09,10.621,10.66,10.291,10.298,248397179
2007-02-12,10.441,10.535,10.342,10.497,208927992
2007-02-13,10.535,10.548,10.427,10.474,167686230
2007-02-14,10.465,10.59,10.458,10.549,146696610
2007-02-15,10.54,10.587,10.483,10.537,105012140
2007-02-16,10.524,10.563,10.469,10.49,115432677
2007-02-20,10.458,10.656,10.41,10.623,178350685
2007-02-21,10.644,11.069,10.631,11.033,333622843
2007-02-22,11.23,11.232,10.946,11.071,242062629
2007-02-23,11.042,11.171,10.988,11.016,149555677
2007-02-26,11.112,11.131,10.835,10.963,177891987
