Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-10-22,38.218,38.342,37.879,38.024,106845297
2010-10-25,38.231,38.538,38.145,38.196,111145870
2010-10-26,37.952,38.306,37.799,38.097,112277506
2010-10-27,38.029,38.327,37.792,38.068,113372153
2010-10-28,38.085,38.091,37.212,37.749,158414189
2010-10-29,37.637,37.829,37.208,37.222,123050646
2010-11-01,37.427,37.792,37.373,37.616,121970357
2010-11-02,37.996,38.359,37.968,38.258,124690876
2010-11-03,38.522,38.693,38.155,38.683,146646536
2010-11-04,38.969,39.598,38.96,39.36,185052648
2010-11-05,39.328,39.523,39.172,39.219,104139803
2010-11-08,39.22,39.547,39.174,39.402,80857978
2010-11-09,39.7,39.735,38.894,39.09,110407238
2010-11-10,39.165,39.42,38.777,39.333,110116311
2010-11-11,38.957,39.374,38.864,39.16,104197901
2010-11-12,39.017,39.142,37.55,38.094,229575287
2010-11-15,38.15,38.406,37.875,37.972,116226737
2010-11-16,37.785,38.04,37.016,37.297,189707065
2010-11-17,37.233,37.597,36.823,37.165,138220150
2010-11-18,37.777,38.296,37.681,38.144,142239751
2010-11-19,38.091,38.14,37.749,37.935,111033353
2010-11-22,37.931,38.755,37.828,38.755,113088525
2010-11-23,38.4,38.554,37.914,38.182,149478811
2010-11-24,38.585,39.005,38.554,38.931,119456662
2010-11-26,38.777,39.292,38.7,38.955,68657093
2010-11-29,39.11,39.265,38.508,39.186,127671823
2010-11-30,38.776,38.877,38.446,38.482,144603661
2010-12-01,39.038,39.298,38.955,39.131,132668533
2010-12-02,39.267,39.451,38.942,39.346,133657195
2010-12-03,39.194,39.406,39.124,39.26,98774341
2010-12-06,39.392,39.863,39.377,39.594,128424300
2010-12-07,40.055,40.068,39.343,39.355,112567469
2010-12-08,39.547,39.703,39.216,39.702,92606574
2010-12-09,39.877,39.884,39.453,39.545,84771228
2010-12-10,39.532,39.708,39.399,39.643,75767241
2010-12-13,40.112,40.199,39.7,39.78,126727412
2010-12-14,39.821,39.888,39.451,39.61,101342090
2010-12-15,39.59,39.946,39.474,39.619,119900267
2010-12-16,39.711,39.896,39.59,39.728,92778275
2010-12-17,39.745,39.797,39.603,39.649,111582857
2010-12-20,39.748,39.976,39.357,39.847,110905676
2010-12-21,39.958,40.116,39.826,40.092,73880156
2010-12-22,40.112,40.282,40.015,40.214,76760202
2010-12-23,40.192,40.212,39.967,40.022,64402699
2010-12-27,39.97,40.248,39.761,40.155,71986614
2010-12-28,40.308,40.399,40.199,40.252,50708675
2010-12-29,40.332,40.373,40.205,40.23,47102327
2010-12-30,40.243,40.258,39.952,40.03,45459426
2010-12-31,39.946,40.006,39.737,39.891,55848766
2011-01-03,40.173,40.843,40.173,40.758,128330463
2011-01-04,41.12,41.12,40.582,40.971,89193835
2011-01-05,40.811,41.35,40.75,41.305,73179086
2011-01-06,41.431,41.459,41.171,41.272,86588569
2011-01-07,41.32,41.596,41.045,41.569,89577459
2011-01-10,41.906,42.45,41.699,42.35,129322315
2011-01-11,42.662,42.664,41.981,42.252,127817476
2011-01-12,42.472,42.596,42.292,42.595,87219202
2011-01-13,42.686,42.867,42.523,42.749,85628944
2011-01-14,42.79,43.096,42.597,43.096,88802944
2011-01-18,40.447,42.639,40.315,42.129,537685786
2011-01-19,43.11,43.113,41.66,41.907,327192006
2011-01-20,41.577,41.836,40.825,41.145,220562657
2011-01-21,41.305,41.417,40.395,40.406,217557570
2011-01-24,40.449,41.734,40.406,41.734,165492742
2011-01-25,41.579,42.229,41.377,42.223,157116797
2011-01-26,42.407,42.739,42.235,42.523,146200094
2011-01-27,42.53,42.63,42.398,42.447,82181287
2011-01-28,42.583,42.592,41.248,41.566,170697858
2011-01-31,41.544,42.05,41.344,41.964,108832175
2011-02-01,42.24,42.745,42.17,42.672,122851293
2011-02-02,42.599,42.695,42.485,42.581,74687488
2011-02-03,42.508,42.573,41.869,42.474,113547306
2011-02-04,42.494,42.876,42.482,42.851,92813547
2011-02-07,43.037,43.686,42.995,43.516,139827889
2011-02-08,43.722,43.966,43.549,43.927,109731014
2011-02-09,43.926,44.398,43.888,44.294,139204300
2011-02-10,44.251,44.522,43.037,43.846,267802071
2011-02-11,43.885,44.248,43.725,44.134,106022840
2011-02-14,44.128,44.46,44.116,44.42,89523466
2011-02-15,44.424,44.52,44.219,44.512,81722813
2011-02-16,44.608,45.126,44.583,44.906,137209445
2011-02-17,44.157,44.555,44.091,44.31,152869912
2011-02-18,44.31,44.461,43.226,43.354,234875763
2011-02-22,42.279,42.714,41.768,41.878,251370325
2011-02-23,41.882,42.623,41.878,42.372,193751261
2011-02-24,42.543,42.685,41.846,42.405,144171063
2011-02-25,42.706,43.091,42.644,43.056,109484054
2011-02-28,43.429,43.91,43.423,43.682,116104286
2011-03-01,43.937,43.991,42.999,43.201,131377988
2011-03-02,43.278,43.824,43.087,43.546,173751166
2011-03-03,44.205,44.496,44.014,44.468,143990598
2011-03-04,44.468,44.557,44.243,44.522,130725215
2011-03-07,44.72,44.728,43.448,43.949,157470452
2011-03-08,43.879,44.2,43.563,43.996,102763382
2011-03-09,43.866,43.874,43.359,43.59,130851670
2011-03-10,43.159,43.257,42.655,42.872,146447759
2011-03-11,42.67,43.571,42.669,43.532,135781136
2011-03-14,43.641,44.086,43.448,43.727,125904097
2011-03-15,42.274,43.021,42.058,42.718,208011175
2011-03-16,42.275,42.422,40.349,40.812,333006216
2011-03-17,41.668,41.999,40.894,41.385,190182464
2011-03-18,41.662,41.823,40.811,40.894,217386734
2011-03-21,41.57,42.016,41.461,41.961,119278014
2011-03-22,42.366,42.372,41.942,42.199,94142191
2011-03-23,41.955,42.073,41.548,41.946,107666178
2011-03-24,42.277,42.79,41.91,42.665,116806858
2011-03-25,43.039,43.539,42.915,43.476,129587693
2011-03-28,43.686,43.819,43.338,43.338,89162824
2011-03-29,42.978,43.405,42.799,43.405,101690874
2011-03-30,43.374,43.394,42.969,43.115,94908988
2011-03-31,42.842,43.26,42.799,43.1,79072849
2011-04-01,43.42,43.483,42.458,42.613,120717716
2011-04-04,42.613,42.617,41.848,42.198,132558576
2011-04-05,41.619,42.325,41.555,41.914,139376442
2011-04-06,42.226,42.53,41.694,41.807,116077136
2011-04-07,41.809,42.102,41.558,41.81,107741665
2011-04-08,42.044,42.065,41.298,41.437,108819082
2011-04-11,41.374,41.511,40.813,40.912,115145890
2011-04-12,40.897,41.272,40.835,41.109,122770345
2011-04-13,41.412,41.572,41.122,41.57,99913803
2011-04-14,41.386,41.555,41.065,41.111,87052656
2011-04-15,41.259,41.262,40.416,40.5,130920085
2011-04-18,40.325,41.086,39.595,41.04,176698089
2011-04-19,41.213,41.799,41.021,41.783,120831994
2011-04-20,42.51,42.758,42.235,42.345,195327968
2011-04-21,43.825,43.919,43.102,43.372,217467794
2011-04-25,43.348,43.749,43.322,43.658,76732945
2011-04-26,43.729,43.902,43.204,43.336,97462163
2011-04-27,43.567,43.575,42.926,43.304,102563573
2011-04-28,42.815,43.254,42.729,42.883,104142424
2011-04-29,42.917,43.773,42.872,43.302,290085393
2011-05-02,43.249,43.343,42.726,42.826,127523938
2011-05-03,43.029,43.271,42.74,43.06,90470971
2011-05-04,43.072,43.509,42.901,43.232,112790020
2011-05-05,43.078,43.404,42.797,42.883,96859492
2011-05-06,43.265,43.284,42.817,42.87,80856697
2011-05-09,43.024,43.187,42.854,42.989,59090749
2011-05-10,43.138,43.248,42.87,43.218,82318133
2011-05-11,43.18,43.284,42.693,42.942,96471621
2011-05-12,42.847,42.928,42.326,42.86,92357052
2011-05-13,42.763,42.822,42.092,42.111,94103684
2011-05-16,41.948,42.202,41.133,41.218,129769506
2011-05-17,41.058,41.572,40.902,41.572,130583301
2011-05-18,41.616,42.18,41.555,42.03,96470778
2011-05-19,42.298,42.345,41.885,42.115,75255251
2011-05-20,42.017,42.167,41.433,41.455,97585366
2011-05-23,40.817,41.552,40.741,41.357,110364754
2011-05-24,41.488,41.541,40.977,41.083,92929281
2011-05-25,41.218,41.871,41.165,41.648,84846560
2011-05-26,41.526,41.661,41.362,41.431,64254716
2011-05-27,41.405,41.755,41.346,41.728,58779832
2011-05-31,42.211,43.019,42.172,43.019,120321976
2011-06-01,43.175,43.547,42.624,42.728,159818472
2011-06-02,42.857,43.036,42.58,42.805,97813077
2011-06-03,42.441,42.706,42.294,42.474,90420534
2011-06-06,42.752,42.919,41.778,41.807,133152668
2011-06-07,41.818,41.824,41.045,41.063,152897810
2011-06-08,41.058,41.405,40.893,41.087,96287006
2011-06-09,41.216,41.264,40.904,40.996,79401871
2011-06-10,40.885,41.016,40.258,40.304,125284441
2011-06-13,40.465,40.599,40.201,40.393,95135662
2011-06-14,40.817,41.213,40.727,41.114,96457315
2011-06-15,40.737,40.848,40.178,40.409,114315454
2011-06-16,40.415,40.647,39.365,40.214,146519366
2011-06-17,40.698,40.719,39.497,39.606,177562187
2011-06-20,39.242,39.292,38.4,38.996,184712666
2011-06-21,39.145,40.29,38.981,40.231,142256572
2011-06-22,40.194,40.675,39.87,39.896,112590471
2011-06-23,39.443,41.019,39.343,40.964,161258358
2011-06-24,40.997,41.201,40.204,40.359,126958780
2011-06-27,40.518,41.291,40.472,41.063,97972449
2011-06-28,41.256,41.638,41.237,41.461,84769738
2011-06-29,41.576,41.599,41.043,41.309,101796440
2011-06-30,41.36,41.57,41.163,41.511,93208929
2011-07-01,41.546,42.48,41.331,42.453,126994866
2011-07-05,42.417,43.263,42.357,43.215,102437783
2011-07-06,43.16,43.791,42.877,43.5,128222508
2011-07-07,43.879,44.272,43.779,44.176,115157504
2011-07-08,43.722,44.522,43.555,44.486,141323128
2011-07-11,44.086,44.493,43.635,43.779,127740798
2011-07-12,43.72,44.237,43.115,43.749,130225045
2011-07-13,44.315,44.522,44.074,44.275,112814948
2011-07-14,44.633,44.721,44.069,44.245,123884597
2011-07-15,44.643,45.139,44.419,45.127,139513335
2011-07-18,45.194,46.335,45.175,46.228,164886695
2011-07-19,46.737,46.829,46.169,46.603,231826115
2011-07-20,48.98,49.006,47.738,47.85,271394579
2011-07-21,47.863,48.237,47.478,47.897,151883921
2011-07-22,48.025,48.857,47.953,48.638,148607096
2011-07-25,48.253,49.467,48.183,49.285,170019134
2011-07-26,49.467,50.027,49.427,49.887,137441536
2011-07-27,49.508,49.798,48.498,48.552,189904031
2011-07-28,48.432,49.097,47.999,48.456,171377103
2011-07-29,47.923,48.872,47.488,48.292,182375646
2011-08-01,49.22,49.406,48.528,49.066,176358635
2011-08-02,49.201,49.208,48.028,48.098,184364897
2011-08-03,48.366,48.668,47.273,48.549,211535676
2011-08-04,48.136,48.396,46.668,46.671,250215519
2011-08-05,46.982,47.427,44.839,46.207,347562974
2011-08-08,44.694,45.483,43.659,43.682,329311496
2011-08-09,44.743,46.329,43.904,46.255,312142898
2011-08-10,45.883,46.335,44.829,44.979,253493870
2011-08-11,45.823,46.433,45.103,46.215,214056005
2011-08-12,46.798,46.946,46.281,46.622,152634183
2011-08-15,46.952,47.611,46.758,47.416,132771167
2011-08-16,47.179,47.412,46.508,47.056,143954913
2011-08-17,47.288,47.554,46.747,47.05,127186521
2011-08-18,45.843,46.084,44.693,45.27,245520714
2011-08-19,44.736,45.386,44.024,44.028,223896061
2011-08-22,45.095,45.123,43.915,44.08,154364652
2011-08-23,44.558,46.21,44.15,46.205,189434713
2011-08-24,46.187,46.867,45.83,46.524,169038738
2011-08-25,45.14,46.433,45.139,46.218,251387307
2011-08-26,45.904,47.465,45.856,47.439,185017436
2011-08-29,48.005,48.416,47.983,48.225,116861268
2011-08-30,48.016,48.459,47.764,48.227,120492056
2011-08-31,48.353,48.49,47.224,47.593,150829345
2011-09-01,47.725,47.902,47.087,47.122,99092630
2011-09-02,46.37,46.747,45.986,46.258,126723771
2011-09-06,45.397,47.037,45.319,46.96,146865440
2011-09-07,47.663,47.684,47.241,47.482,100930402
2011-09-08,47.294,48.061,47.282,47.506,119947189
2011-09-09,47.504,47.738,46.377,46.684,163074593
2011-09-12,46.192,47.105,45.994,46.987,134870136
2011-09-13,47.26,47.764,47.026,47.566,127149409
2011-09-14,47.863,48.505,47.705,48.147,154271408
2011-09-15,48.426,48.684,48.217,48.596,119803898
2011-09-16,48.974,49.53,48.855,49.53,200937527
2011-09-19,49.086,51.104,48.877,50.906,237174407
2011-09-20,51.368,52.293,50.852,51.131,223599708
2011-09-21,51.906,52.137,50.953,50.97,174458814
2011-09-22,49.592,50.683,49.059,49.692,279352267
2011-09-23,49.499,50.301,49.45,50,157669459
2011-09-26,49.479,49.961,48.394,49.861,234558148
2011-09-27,50.577,50.612,49.226,49.375,182277616
2011-09-28,49.526,49.929,49.034,49.1,123973461
2011-09-29,49.713,49.741,47.764,48.303,187887380
2011-09-30,47.876,48.095,47.141,47.157,158121721
2011-10-03,47.04,47.325,46.15,46.328,192897996
2011-10-04,46.364,47.217,43.808,46.068,355939861
2011-10-05,45.495,46.971,44.558,46.779,226959103
2011-10-06,46.135,47.586,45.984,46.671,234369339
2011-10-07,46.472,46.717,45.569,45.733,154614218
2011-10-10,46.893,48.088,46.774,48.088,127312576
2011-10-11,48.55,49.863,48.416,49.504,174653808
2011-10-12,50.385,50.612,49.485,49.738,179475597
2011-10-13,50.092,50.512,49.823,50.512,122348334
2011-10-14,51.569,52.192,51.358,52.192,165111583
2011-10-17,52.118,52.771,51.439,51.942,197772254
2011-10-18,52.137,52.536,51.445,52.221,249440925
2011-10-19,49.649,50.51,49.197,49.301,318483919
2011-10-20,49.467,49.512,48.756,48.886,158567448
2011-10-21,49.259,49.361,48.324,48.586,179045517
2011-10-24,48.983,50.273,48.898,50.182,144932451
2011-10-25,50.095,50.279,49.144,49.193,124158247
2011-10-26,49.713,49.786,48.62,49.543,131562508
2011-10-27,50.437,50.582,49.7,50.05,142725195
2011-10-28,49.839,50.256,49.78,50.08,93090624
2011-10-31,49.728,50.62,49.598,50.061,111326326
2011-11-01,49.16,49.406,48.629,49.034,153438336
2011-11-02,49.487,49.522,48.866,49.148,94567509
2011-11-03,49.377,49.886,48.892,49.849,127467209
2011-11-04,49.761,49.891,49.363,49.498,87105014
2011-11-07,49.458,49.467,48.988,49.434,77873118
2011-11-08,49.741,50.456,49.66,50.239,115407109
2011-11-09,49.099,49.58,48.758,48.885,161024358
2011-11-10,49.112,49.125,47.261,47.642,214993868
2011-11-11,47.833,48.072,47.028,47.566,188663830
2011-11-14,47.5,47.645,46.772,46.904,124972401
2011-11-15,47.096,48.169,46.926,48.089,124329531
2011-11-16,48.163,48.374,47.53,47.585,100631269
2011-11-17,47.481,47.561,46.437,46.676,138535039
2011-11-18,46.86,46.994,46.362,46.37,107387746
2011-11-21,45.789,45.966,45.254,45.636,129240138
2011-11-22,45.917,46.738,45.874,46.564,118069368
2011-11-23,46.34,46.481,45.371,45.385,123626574
2011-11-25,45.538,45.902,44.932,44.964,73570536
2011-11-28,46.05,46.589,45.801,46.516,99970486
2011-11-29,46.452,46.852,45.785,46.155,108474522
2011-11-30,47.12,47.278,46.784,47.267,117104441
2011-12-01,47.298,48.11,47.09,47.974,110752124
2011-12-02,48.259,48.68,48.058,48.193,109419538
2011-12-05,48.661,49.021,48.28,48.601,103119277
2011-12-06,48.547,48.803,48.155,48.348,81837606
2011-12-07,48.193,48.347,47.834,48.119,87964525
2011-12-08,48.414,48.912,48.259,48.314,108567111
2011-12-09,48.567,48.733,48.36,48.678,85692116
2011-12-12,48.438,48.716,48.164,48.459,86374516
2011-12-13,48.584,48.898,47.873,48.088,97756036
2011-12-14,47.826,47.906,46.709,47.02,117244317
2011-12-15,47.406,47.458,46.786,46.865,73979408
2011-12-16,47.043,47.507,46.939,47.12,121626062
2011-12-19,47.301,47.596,47.056,47.269,67715724
2011-12-20,47.92,48.985,47.893,48.967,97232556
2011-12-21,49.036,49.136,48.481,49.025,75640294
2011-12-22,49.099,49.36,48.985,49.292,58282626
2011-12-23,49.429,49.911,49.406,49.877,77781338
2011-12-27,49.86,50.594,49.843,50.276,76512057
2011-12-28,50.321,50.49,49.635,49.798,65970846
2011-12-29,49.869,50.167,49.531,50.102,62120585
2011-12-30,49.899,50.244,49.898,50.087,51916213
2012-01-03,50.688,51.016,50.582,50.857,87263287
2012-01-04,50.715,51.284,50.616,51.13,75124354
2012-01-05,51.317,51.761,51.038,51.699,78255226
2012-01-06,51.913,52.281,51.847,52.238,91925136
2012-01-09,52.624,52.9,52.11,52.157,113730602
2012-01-10,52.672,52.681,52.127,52.342,74562705
2012-01-11,52.268,52.291,51.856,52.257,62121504
2012-01-12,52.224,52.297,51.786,52.113,61393967
2012-01-13,51.905,51.995,51.775,51.919,65283138
2012-01-17,52.46,52.679,52.306,52.521,70116016
2012-01-18,52.801,53.115,52.721,53.067,79850450
2012-01-19,53.2,53.347,52.746,52.9,75514086
2012-01-20,52.868,52.869,51.91,51.977,119411556
2012-01-23,52.266,52.987,52.227,52.858,88285080
2012-01-24,52.575,52.575,51.886,51.99,156944397
2012-01-25,56.199,56.201,54.877,55.239,276669123
2012-01-26,55.462,55.502,54.805,54.989,93567441
2012-01-27,54.938,55.467,54.882,55.314,86552640
2012-01-30,55.123,56.136,55.08,56.023,109422177
2012-01-31,56.363,56.67,56.031,56.455,113167719
2012-02-01,56.692,56.765,56.338,56.417,77841799
2012-02-02,56.381,56.54,56.145,56.285,53917793
2012-02-03,56.555,56.888,56.339,56.847,82799515
2012-02-06,56.688,57.503,56.665,57.379,72073678
2012-02-07,57.539,58.095,57.454,57.981,91222102
2012-02-08,58.185,58.963,58.089,58.95,117661418
2012-02-09,59.453,61.434,59.429,60.992,255047879
2012-02-10,60.724,61.54,60.421,61.022,182191987
2012-02-13,61.803,62.308,61.475,62.159,149281596
2012-02-14,62.394,63.019,62.085,63.005,133126962
2012-02-15,63.598,65.085,61.453,61.547,434547393
2012-02-16,60.784,62.442,60.182,62.109,272656965
2012-02-17,62.222,62.796,61.875,62.098,154605880
2012-02-21,62.71,63.671,62.345,63.671,174587488
2012-02-22,63.454,63.752,62.957,63.449,139457067
2012-02-23,63.701,64.041,63.01,63.861,163975644
2012-02-24,64.247,64.669,64.14,64.608,119883239
2012-02-27,64.447,65.36,63.846,65.024,157904805
2012-02-28,65.293,66.214,65.035,66.214,173123540
2012-02-29,66.943,67.726,66.249,67.084,274755243
2012-03-01,67.774,67.797,66.629,67.334,197195996
2012-03-02,67.333,67.622,67.095,67.424,124405389
2012-03-05,67.456,67.708,65.052,65.936,233404831
2012-03-06,64.799,66.001,63.839,65.576,233705150
2012-03-07,66.352,66.509,64.721,65.631,189113192
2012-03-08,66.159,67.151,65.808,67.027,148909497
2012-03-09,67.33,67.742,67.167,67.424,120859762
2012-03-12,67.894,68.268,67.647,68.268,117616253
2012-03-13,68.952,70.268,68.729,70.257,199507000
2012-03-14,71.483,73.551,71.161,72.912,409738824
2012-03-15,74.159,74.204,71.551,72.417,334895070
2012-03-16,72.309,72.868,71.481,72.418,238388174
2012-03-19,74.002,74.422,72.85,74.337,260262853
2012-03-20,74.132,75.058,71.977,74.941,235841221
2012-03-21,74.541,75.396,74.376,74.514,185989292
2012-03-22,73.929,74.759,73.65,74.12,180239602
2012-03-23,74.262,74.425,73.51,73.718,124312852
2012-03-26,74.176,75.086,73.616,75.064,171945163
2012-03-27,74.967,76.217,74.952,75.993,175125323
2012-03-28,76.475,76.856,75.477,76.382,189136268
2012-03-29,75.786,76.251,75.096,75.421,175349561
2012-03-30,75.289,75.509,73.949,74.146,210946212
2012-04-02,74.424,76.526,74.251,76.509,172606700
2012-04-03,77.579,78.185,76.988,77.829,240716330
2012-04-04,77.215,77.402,76.306,77.21,165296039
2012-04-05,77.539,78.488,77.096,78.32,146706123
2012-04-09,77.434,79.132,77.331,78.683,157446737
2012-04-10,79.142,79.644,77.416,77.719,256639182
2012-04-11,78.68,78.763,77.091,77.442,201043376
2012-04-12,77.294,78.079,76.737,77.019,177277793
2012-04-13,77.184,77.258,74.636,74.848,248175227
2012-04-16,75.445,75.473,71.51,71.744,303294197
2012-04-17,71.597,75.436,70.728,75.402,296058081
2012-04-18,75.897,76.708,74.538,75.234,275432091
2012-04-19,74.23,74.789,72.288,72.65,240875556
2012-04-20,73.136,73.537,70.544,70.861,297624618
2012-04-23,70.566,71.316,68.837,70.704,279006775
2012-04-24,69.579,70.207,68.638,69.29,309415636
2012-04-25,76.137,76.426,74.945,75.436,261369861
2012-04-26,75.969,76.019,74.468,75.154,154683359
2012-04-27,74.829,74.967,74.265,74.572,117459002
2012-04-30,73.931,74.008,72.101,72.219,146052922
2012-05-01,72.336,73.8,71.882,71.994,176378777
2012-05-02,71.757,72.646,71.588,72.469,124152689
2012-05-03,73.029,73.138,71.765,71.954,115492642
2012-05-04,71.368,71.524,69.894,69.903,153478805
2012-05-07,69.441,70.833,69.41,70.429,133807087
2012-05-08,70.439,70.68,69.099,70.268,144947832
2012-05-09,69.712,70.984,69.361,70.389,138775116
2012-05-10,71.059,71.22,70.302,70.555,98405015
2012-05-11,69.874,71.045,69.796,70.084,115086949
2012-05-14,69.574,70.184,68.959,69.036,103199522
2012-05-15,69.435,69.653,68.236,68.41,137465222
2012-05-16,68.52,68.871,66.913,67.534,163536417
2012-05-17,67.44,67.711,65.561,65.561,178082964
2012-05-18,66.036,67.205,64.577,65.592,211388856
2012-05-21,66.103,69.445,66.046,69.416,184753038
2012-05-22,70.437,70.972,68.338,68.881,200530871
2012-05-23,68.948,70.837,68.416,70.561,169785379
2012-05-24,71.219,71.296,69.41,69.911,123917173
2012-05-25,69.825,69.98,69.067,69.541,94734017
2012-05-29,70.604,70.987,69.91,70.773,109822005
2012-05-30,70.391,71.728,70.066,71.628,152814649
2012-05-31,71.82,71.916,70.674,71.449,142008928
2012-06-01,70.386,70.818,69.32,69.381,150378486
2012-06-04,69.441,70.184,67.831,69.787,160764332
2012-06-05,69.415,70.055,69.048,69.608,112030061
2012-06-06,70.217,70.968,69.935,70.674,106296969
2012-06-07,71.396,71.4,70.554,70.707,109643689
2012-06-08,70.694,71.801,70.368,71.768,100269395
2012-06-11,72.682,72.781,70.569,70.637,170655698
2012-06-12,71.045,71.31,70.083,71.253,125743266
2012-06-13,71.052,71.542,70.54,70.759,84816077
2012-06-14,70.647,70.927,70.152,70.684,99826245
2012-06-15,70.616,71.063,70.437,71.002,96705637
2012-06-18,70.61,72.703,70.538,72.443,127051387
2012-06-19,72.151,72.964,72.111,72.647,104297731
2012-06-20,72.743,72.875,71.827,72.439,103683731
2012-06-21,72.404,72.745,71.414,71.443,94250099
2012-06-22,71.611,71.999,71.163,71.99,82186158
2012-06-25,71.397,71.706,70.538,70.587,82578865
2012-06-26,70.659,71.048,70.162,70.744,79875511
2012-06-27,71.112,71.325,70.73,71.049,58609995
2012-06-28,70.7,70.987,69.95,70.373,81708276
2012-06-29,71.481,72.221,71.018,72.221,121603155
2012-07-02,72.316,73.395,72.176,73.279,115473810
2012-07-03,73.57,74.203,73.463,74.129,69802910
2012-07-05,74.273,75.977,74.16,75.429,139808802
2012-07-06,75.08,75.247,74.397,74.931,120988192
2012-07-09,74.857,75.919,74.711,75.918,109493151
2012-07-10,76.422,76.66,74.858,75.216,147590392
2012-07-11,74.959,75.149,73.857,74.751,135438723
2012-07-12,74.233,74.63,73.3,74.067,123516211
2012-07-13,74.566,75.092,74.203,74.816,89959426
2012-07-16,74.835,75.636,74.823,75.059,87012310
2012-07-17,75.539,75.624,74.59,75.061,84808984
2012-07-18,75.019,75.234,74.642,74.976,72872362
2012-07-19,75.597,76.1,74.945,75.976,126021668
2012-07-20,75.817,75.99,74.661,74.736,114721846
2012-07-23,73.51,74.934,72.681,74.678,140792277
2012-07-24,75.115,75.399,74.02,74.316,162278717
2012-07-25,71.045,71.827,70.493,71.109,253283287
2012-07-26,71.7,71.777,70.537,71.096,117438415
2012-07-27,71.112,72.45,70.693,72.369,116654599
2012-07-30,73.082,74.132,72.696,73.588,109441391
2012-07-31,74.601,75.646,74.538,75.536,133429770
2012-08-01,76.172,76.231,74.571,75.046,110987057
2012-08-02,74.551,75.526,74.234,75.164,95927674
2012-08-03,75.888,76.425,75.63,76.144,99518459
2012-08-06,76.342,77.279,76.089,76.994,87255132
2012-08-07,77.019,77.294,76.431,76.788,83876708
2012-08-08,76.6,77.154,76.319,76.659,70510542
2012-08-09,76.737,77.22,76.731,77.096,63749114
2012-08-10,76.846,77.224,76.845,77.217,56065097
2012-08-13,77.426,78.247,77.409,78.247,80076494
2012-08-14,78.479,79.319,78.273,78.456,97752428
2012-08-15,78.407,78.743,77.966,78.353,74008776
2012-08-16,78.397,79.087,78.309,79.036,73218739
2012-08-17,79.492,80.503,79.34,80.494,127254539
2012-08-20,80.729,82.614,80.718,82.614,176304891
2012-08-21,83.318,83.821,80.77,81.482,233252005
2012-08-22,81.28,83.091,80.494,83.075,162446987
2012-08-23,82.731,83.201,82.117,82.3,120746311
2012-08-24,81.913,83.151,81.421,82.372,124335142
2012-08-27,84.453,84.567,83.658,83.924,122679645
2012-08-28,83.834,83.973,83.299,83.81,76783301
2012-08-29,83.869,84.169,83.537,83.648,58241682
2012-08-30,83.297,83.408,82.327,82.453,86981544
2012-08-31,82.875,83.04,81.632,82.626,97246887
2012-09-04,82.687,83.854,82.533,83.833,105698055
2012-09-05,83.91,84.003,83.166,83.245,96645104
2012-09-06,83.609,84.244,83.315,83.992,112496399
2012-09-07,84.214,84.766,83.935,84.512,94728149
2012-09-10,84.513,84.866,82.233,82.314,140195760
2012-09-11,82.608,83.226,81.538,82.049,144826641
2012-09-12,82.825,83.201,81.475,83.188,204686178
2012-09-13,84.133,85.14,83.806,84.827,171946361
2012-09-14,85.696,86.567,85.439,85.859,172576724
2012-09-17,86.861,86.915,86.272,86.912,114453087
2012-09-18,86.926,87.229,86.496,87.18,107294372
2012-09-19,86.975,87.436,86.888,87.201,93923794
2012-09-20,86.838,86.949,86.149,86.778,96688319
2012-09-21,87.238,87.572,86.862,86.953,164228312
2012-09-24,85.309,86.337,84.829,85.8,183817881
2012-09-25,85.485,86.045,83.588,83.658,149102778
2012-09-26,83.057,83.549,82.121,82.618,165789158
2012-09-27,82.507,84.726,82.018,84.622,170715629
2012-09-28,84.301,84.595,82.813,82.857,153793292
2012-10-01,83.358,84.052,81.538,81.899,156213535
2012-10-02,82.197,82.76,80.81,82.135,180510062
2012-10-03,82.578,83.445,82.301,83.396,121921724
2012-10-04,83.37,83.742,82.661,82.819,106547062
2012-10-05,82.621,82.718,80.892,81.053,170714791
2012-10-08,80.346,80.43,79.006,79.262,183380986
2012-10-09,79.322,79.549,77.445,78.972,241037254
2012-10-10,79.459,80.106,79.116,79.604,146642381
2012-10-11,80.293,80.384,78.012,78.012,156942868
2012-10-12,78.192,78.915,77.664,78.212,132231584
2012-10-15,78.539,78.883,77.482,78.84,124277037
2012-10-16,78.914,80.767,78.373,80.705,158030699
2012-10-17,80.591,81.078,79.989,80.059,111882941
2012-10-18,79.437,79.747,78.247,78.577,136997340
2012-10-19,78.379,78.467,75.716,75.745,213896963
2012-10-22,76.065,78.915,75.857,78.748,157100410
2012-10-23,78.373,78.731,75.976,76.18,203212187
2012-10-24,77.183,77.82,75.844,76.611,160482915
2012-10-25,77.005,77.254,75.209,75.706,188267974
2012-10-26,75.692,76.261,73.401,75.019,292782943
2012-10-31,73.885,74.765,72.993,73.941,146651065
2012-11-01,74.3,74.892,73.795,74.089,103934320
2012-11-02,74.014,74.141,71.387,71.643,172349506
2012-11-05,72.474,73.003,71.738,72.613,152172338
2012-11-06,73.309,73.37,72.05,72.393,107760183
2012-11-07,71.597,71.687,69.34,69.622,226884673
2012-11-08,69.95,70.147,66.785,67.095,302077649
2012-11-09,67.429,69.231,66.592,68.256,266146378
